hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
18991,9008367485845504,-11.5192,29.2781,-119.696,-0.148949,0.40421,-1.5905,0.0
19012,49540695412703232,-20.9728,23.4217,-84.6702,-0.799569,0.8778729999999999,-3.3012699999999997,0.0034725749701474662
19025,153125342268096512,-19.9495,24.3357,-121.33200000000001,-0.5355300000000001,0.637316,-3.25849,0.0
19041,355791448668372992,-16.3605,27.5414,-78.9239,-0.26565,0.46655699999999994,-1.29291,0.0
19074,671045965204946944,-25.3561,19.8039,-75.9396,-0.457246,0.344831,-1.31019,0.0
19087,364802015177474048,-29.1824,11.8635,-110.947,-0.406385,0.17493499999999998,-1.39418,0.0
19104,117099362747678720,-29.5444,11.1123,-91.9863,-0.961809,0.371882,-3.00769,0.00326048665443338
19140,671045896485470208,-31.1036,6.8383199999999995,-80.8231,-0.215732,0.056187400000000005,-0.548823,0.0
19207,648525218289025024,-32.092,-4.97112,-33.7751,-0.7419680000000001,-0.10532799999999999,-0.546211,0.0
19238,225183486061838336,-32.4895,-3.8344099999999997,-33.1185,-1.91078,-0.21488800000000002,-1.6275700000000002,0.0
19248,364795830424567808,-31.9667,-5.3296,-25.1977,-0.8187770000000001,-0.126614,-0.349999,0.0
19252,324262128108175360,-29.9988,-10.958,-39.6499,-0.8420690000000001,-0.297259,-1.06018,0.0
19257,702563947051483136,-32.1541,-4.7935300000000005,-9.04933,-0.323201,-0.058611300000000005,-0.162599,0.0
19260,797148129160855552,-30.5539,-9.370280000000001,-15.5701,-0.52686,-0.171092,-0.24093299999999998,0.0
19264,801650423118168064,-30.6122,-9.203710000000001,-3.8929400000000003,-0.549962,-0.154764,-0.09042660000000001,0.0
19270,662030519629778945,-30.4528,-9.65949,-2.1919,-0.20335599999999998,-0.0214928,-0.268276,0.0
19289,662032649916776448,-29.6039,-12.0876,-31.410999999999998,-0.569584,-0.243721,-0.41347700000000004,0.0
19292,927744890492682240,-33.4209,-1.1703700000000001,-9.37134,-0.314127,-0.000624241,-0.0223546,0.0
19327,495404755103776768,-29.5311,-14.8762,-25.3771,-0.14515,-0.0622982,-0.139267,0.0
19350,4519473826496512,-28.2195,-16.3446,-67.0136,-0.347091,-0.189921,-0.812488,0.0
19358,337771415161798656,-23.5866,-21.5315,-42.3704,-2.1597299999999997,-1.9809599999999998,-4.71836,0.0
19363,27025446054920192,-23.6607,-21.4485,-49.8793,-1.02629,-0.916574,-2.08123,0.004907448322619564
19438,648524118777397248,-27.4137,-17.2468,-41.6833,-0.411497,-0.247362,-0.46828500000000006,0.0
19455,4518924087463937,-24.0568,-21.005,-2.4424099999999997,-0.0908537,-0.246721,-0.03278180000000001,0.0
19463,639536023537188864,-24.6667,-20.3222,-34.4599,-0.166916,-0.15105,-0.27615,0.0
19466,391817565627744256,-18.2045,-26.6764,-45.2269,-0.276084,-0.42034799999999994,-0.559359,0.0
19483,684550716773105664,-15.5126,-27.9736,-32.6974,-0.0768692,-0.157364,-0.173456,0.0
19494,549440116611874816,-18.0419,-26.7548,-69.9645,-0.23216599999999998,-0.326366,-0.90136,0.0
19496,954769649352835072,-10.4425,-30.4168,-5.00424,-0.141573,-0.380392,0.08509030000000001,0.0
19517,774620991333597184,-13.8892,-28.7559,-37.1817,-0.389231,-0.7833600000000001,-1.1774799999999999,0.0
19518,211680658639028224,-21.7124,-24.986,-38.6364,-0.42386599999999997,-0.47299300000000005,-0.80456,0.0
19520,301747565945159680,-15.1519,-28.1474,-63.4841,-0.745632,-1.40562,-2.68133,0.006662496772265051
19539,139615368019705856,-11.8409,-29.7429,-42.4362,-0.13997300000000001,-0.379997,-0.643899,0.0
19576,225191251362709504,-19.2285,-26.183000000000003,-1.8499900000000002,-0.30090700000000004,-0.426,0.05663819999999999,0.0
19586,238698064515170304,-21.8289,-24.9299,-42.5429,-0.153218,-0.16134500000000002,-0.322483,0.0
19594,648521301278851072,-18.3822,-26.5908,-10.1229,-0.133599,-0.175726,0.00050712,0.0
19606,779127820776374272,-6.740460000000001,-31.605,-21.3434,-0.06730030000000001,-0.26664899999999997,-0.155338,0.0
19626,166635797552824320,-8.0321,-31.5321,-48.3226,-0.0829135,-0.368164,-0.536172,0.0
19636,103587945390276608,-10.5672,-31.3891,-34.9573,-0.239708,-0.6816300000000001,-0.7182930000000001,0.0
19743,274721295256518656,7.6582,-31.1525,-6.10745,0.0460661,-0.231415,-0.056259199999999995,0.0
19750,752105398378430464,8.29883,-30.9286,-53.4098,0.094436,-0.390908,-0.569207,0.0
19755,648525287008501760,5.69857,-31.8377,-25.2576,0.0628903,-0.29277600000000004,-0.138958,0.0
19778,734105911995400192,12.8078,-29.3521,-25.6369,0.650584,-1.47138,-1.13525,0.004894848042085146
19801,333269670960300032,5.85588,-31.7827,-3.14704,0.031634699999999995,-0.20667600000000003,-0.0130785,0.0
19805,40533908474822656,9.32785,-30.5688,-59.3034,0.0500483,-0.196913,-0.35685100000000003,0.0
19817,4504011944230912,13.5431,-29.095,-60.7473,0.7769149999999999,-1.6932099999999999,-3.52085,0.006502253360833205
19830,153132008057339904,5.16601,-32.0239,-26.7824,0.163555,-0.9582440000000001,-0.853785,0.0
19835,391813305020186624,4.11107,-32.3927,-25.3086,0.08614939999999999,-0.613494,-0.305075,0.0
19897,517915881292955648,23.7279,-21.6247,-11.6114,0.124669,-0.100884,-0.0252379,0.0
19925,274721226537041920,16.542,-28.0431,-6.5358,0.260378,-0.461265,-0.132116,0.0
19928,635008715690344448,16.0652,-28.4691,-5.919230000000001,0.221705,-0.413499,0.0195028,0.0
20014,860194538214391808,25.9867,-19.6358,-6.89783,0.193125,-0.13374,-0.0477264,0.0
20072,454864593156571136,28.1914,-15.0605,-1.63798,0.975994,-0.511572,-0.041062699999999994,0.00476436623076975
20081,562951259091369984,26.1685,-19.2585,-16.7403,0.363239,-0.254915,-0.267405,0.0
20121,495397195961335808,32.089,1.8389400000000002,-58.9324,0.996079,0.0659239,-1.9458,0.0
20157,842174710866247680,31.7049,-4.969130000000001,-7.802230000000001,0.462976,-0.0828331,-0.0942447,0.0
20172,779124384802537472,31.8359,-2.64778,-30.1362,0.364872,-0.020563599999999998,-0.31027,0.0
20177,301764127339053056,31.6125,-6.60734,-52.794,0.305649,0.0295973,-0.48780500000000004,0.0
20190,734091412185808896,31.8417,-2.54426,-35.8218,1.0674,-0.0749859,-1.11152,0.00464166115509669
20222,360292436955627520,32.0513,1.17052,-25.15,0.474416,0.027087299999999998,-0.34524299999999997,0.0
20223,927742622749949952,31.5951,-6.91593,-28.1401,0.279113,-0.0713618,-0.189276,0.0
20240,355785538793373696,31.9119,-1.30055,-7.119160000000001,1.92136,-0.0881221,-0.31640300000000005,0.008836324076911855
20283,860190071448403968,29.6112,12.0666,-11.7854,0.331779,0.12508699999999998,-0.127889,0.0
20317,873700732891561984,32.571999999999996,3.59835,-19.0318,1.37389,0.141459,-0.8891,0.0049226244417528145
20350,166646861388578816,30.0859,10.709000000000001,-20.5916,0.15975799999999998,0.046338300000000006,-0.09682080000000001,0.0
20366,878202202215153664,31.1522,7.6591,-27.965999999999998,0.252604,0.052346300000000005,-0.23553600000000002,0.0
20396,171138572546473984,27.5416,17.1036,-54.5806,0.163547,0.113396,-0.34231999999999996,0.0
20457,495405167420637184,29.0513,15.4134,-62.4103,0.768492,0.39551,-1.7385,0.0
20503,4533286441320448,28.6284,15.8868,-22.0946,1.37689,0.774183,-1.0624799999999999,0.006619708319616923
20516,126103400906489856,29.3068,15.1273,-38.7501,0.222996,0.10351600000000001,-0.32045799999999997,0.0
20534,851183971722072065,17.7793,26.8813,-24.9989,-0.319233,0.33748,0.031536,0.0
20545,216184945461166080,21.6089,25.0359,-25.8914,0.179384,0.10559,-0.14622000000000002,0.0
20555,562954969943113728,21.1444,25.2597,-17.6518,0.373727,0.431159,-0.35607300000000003,0.0
20570,639522898117132288,13.9341,28.7342,-4.52763,0.17214300000000002,0.375322,-0.119756,0.0
20598,716075364408885248,19.58,26.0136,-11.9662,0.660428,0.895302,-0.214614,0.0040472494835316454
20645,153130839826235392,15.3456,28.0541,-3.77218,0.341129,0.643089,-0.126427,0.0
20653,166634835480150016,10.785,30.2517,-66.8363,0.39523800000000003,1.08179,-2.31805,0.0038907467803834537
20695,743102665889677312,-1.4841,32.069,-38.8031,-0.00484385,0.30556500000000003,-0.354842,0.0
20736,671037375270354944,0.645365,31.9488,-12.0534,0.0125724,0.166125,-0.051665800000000005,0.0
20861,220677343813828608,-4.10659,32.3943,-66.8645,-0.11247,0.9663809999999999,-1.87248,0.0
20871,734094229684355072,-14.1815,28.8717,-2.56708,-0.752607,1.5116,0.00478287,0.006454165571449899
20874,968286770426806272,-7.96975,31.0436,-22.3096,-0.348765,1.32049,-0.7322489999999999,0.0042102163930998375
20877,436849919769182208,-12.5152,29.4544,-1.25245,-0.191315,0.42764399999999997,-0.049911300000000006,0.0
20886,711577949534420992,-11.6231,29.7663,-49.7702,-0.195797,0.526634,-0.8286950000000001,0.0
20934,873717569163362304,-8.024510000000001,31.0245,-35.583,-0.037392699999999994,0.18066,-0.218139,0.0
20979,666535356190949376,-20.3531,24.6391,-1.5396299999999998,-0.251361,0.22709899999999997,-0.0579066,0.0
20983,369296749992345600,-14.9126,29.4986,-41.9649,-0.339896,0.65033,-0.896589,0.0
21001,837671660994691072,-22.7927,22.46,-22.1222,-2.10826,2.08966,-1.01453,0.008738803155692351
21040,878210860869222400,-19.6987,25.2236,-2.03225,-0.36329,0.448676,-0.062109300000000006,0.0
21057,22518547892666368,-16.7172,27.8867,-33.3542,-0.248502,0.433775,-0.5309520000000001,0.0
21078,837678876539748352,-16.8583,27.7606,-31.3815,-0.44976700000000003,0.722384,-0.5304180000000001,0.0
21121,734096291268657152,-25.6103,20.417,-33.2092,-1.15416,0.933608,-1.3854600000000001,0.00490772723507931
21191,247700109809156096,-30.2186,10.8537,-21.8575,-0.481942,0.16331099999999998,-0.44769,0.0
21196,292739885654081536,-28.4755,14.470999999999998,-6.75259,-0.311182,0.14865699999999998,-0.194509,0.0
21203,743111805580083200,-29.8998,11.5153,-2.97701,-0.766403,0.305245,-0.036443699999999996,0.0
21300,292734937851756544,-31.5461,7.783989999999999,-10.036,-1.564,0.375332,-1.05569,0.0061695107963559565
21329,418837101807665152,-31.8928,1.6390200000000001,-12.2456,-0.549938,0.0197524,-0.283321,0.0
21360,680044918122479616,-31.7229,4.65,-31.3369,-1.35165,0.207641,-1.41356,0.004883150125391084
21377,157628667017560064,-31.5523,7.67449,-10.4177,-0.217308,0.062236400000000004,-0.134905,0.0
21399,418842942963187712,-33.0835,-0.635387,51.3267,-0.310748,0.00481126,0.44232200000000005,0.0
21400,558449514889871360,-31.8558,-4.14668,70.1147,-0.414868,-0.0640548,0.775258,0.0
21471,4509165904986112,-31.2255,-5.9493599999999995,67.8891,-1.10663,-0.202198,2.40537,0.004086149568358604
21487,4549710396260352,-30.7423,-7.33142,11.9027,-10.4035,-2.33102,4.37446,0.011119731165008369
21521,662036979243810816,-33.5304,0.6429239999999999,1.79899,-1.30511,0.0352431,0.461841,0.0
21535,364816308828635136,-28.726999999999997,-13.0954,42.5002,-0.397111,-0.191646,0.753242,0.0
21552,747602279787397120,-28.4609,-15.3311,14.954,-0.8893770000000001,-0.46804700000000005,0.45343100000000003,0.0040209988990849415
21636,517920141900513280,-23.2829,-21.1282,2.06015,-0.22998600000000002,-0.22185700000000003,0.08748510000000001,0.0
21719,950261376801046528,-12.1007,-29.0681,6.1593,-0.174309,-0.39509299999999997,0.142153,0.0
21721,648522881826816000,-16.1002,-27.1408,30.826,-0.178644,-0.284876,0.436018,0.0
21769,914232511062605824,-13.6335,-28.3295,56.3158,-0.370287,-0.7888609999999999,1.88068,0.0
21770,797143868553297920,-11.7225,-29.2504,28.1119,-0.271818,-0.6537850000000001,0.669229,0.0
21807,364803595725438976,-9.42564,-30.9576,25.3298,-0.08942589999999999,-0.326433,0.385994,0.0
21815,40535832620171264,-7.733039999999999,-31.0531,1.7923099999999998,-0.08619860000000001,-0.384949,0.0634184,0.0
21819,180145977959645184,-4.09467,-31.2584,54.5349,-0.08308810000000001,-0.711431,0.98721,0.0
21837,54046081746468864,-3.16503,-31.3108,11.5261,-0.190221,-1.78425,0.579678,0.006832091954406034
21897,346777995941249024,-1.8542299999999998,-31.3847,19.7333,-0.0239819,-0.576897,0.341597,0.0
21910,418836071015514112,-4.25851,-31.2491,24.17,-0.030378,-0.288972,0.183693,0.0
21932,292762219484020736,3.0968,-32.2229,35.5067,-0.0537005,-0.457791,0.25085100000000005,0.0
21948,675540906178248704,10.4043,-29.6679,11.5389,0.447087,-1.24876,0.553037,0.003842002726388981
21963,45037989138530304,3.48825,-32.086,45.6563,0.07331069999999999,-0.5963649999999999,0.92565,0.0
22028,54047387416526848,2.79599,-32.328,10.7371,0.0594975,-0.798664,0.231073,0.0
22029,950261445520523264,10.4457,-29.6534,42.1474,0.183359,-0.548434,0.8522209999999999,0.0
22074,495397058522382336,23.1679,-21.4611,28.3778,0.376178,-0.361029,0.40529899999999996,0.0
22102,220686552223711232,19.8792,-24.3985,16.328,0.197006,-0.225935,0.194411,0.0
22138,292736655838674944,16.2591,-27.631999999999998,40.3682,0.572327,-0.991994,1.03884,0.0041546635937645005
22141,932245397743599616,20.9597,-23.4334,13.1601,0.38051199999999996,-0.412288,0.20576,0.0
22164,481888802260910080,18.5868,-25.5529,29.7435,0.1459,-0.184101,0.19279100000000002,0.0
22240,639523791470329856,25.2772,-19.9677,37.7899,0.422986,-0.320877,0.544588,0.0
22264,4520435899170816,25.0766,-20.3838,14.9745,0.634746,-0.503649,0.377768,0.0
22274,873699770818887680,28.8481,-12.5574,40.0651,0.44188500000000003,-0.181731,0.575526,0.0
22300,238697583478833152,26.5026,-17.4246,10.9712,0.314276,-0.194778,0.0637571,0.0
22304,824160655954149376,30.011,-10.1442,21.274,1.17659,-0.388046,0.756443,0.004853208052506563
22385,837679151417655296,31.2889,-3.55286,49.8891,1.7819900000000002,-0.212561,3.48055,0.0062773678852013496
22389,666533638204030976,31.3715,-2.0895900000000003,51.2134,0.169444,-0.020493400000000002,0.264327,0.0
22409,135110325283323904,31.0918,-7.04811,70.2074,0.434949,-0.0890008,0.844159,0.0
22465,585480870819790848,32.2053,3.14702,1.6991900000000002,0.357665,0.0148804,-0.026836400000000003,0.0
22516,950260346008895488,32.1739,3.2367,52.5978,0.378126,0.0474642,0.670035,0.0
22544,837672485628411904,30.0706,9.25244,56.8762,1.08564,0.323354,2.45095,0.0038349806950494884
22554,815151944870920192,25.2474,18.9288,32.738,0.32954,0.23483,0.451247,0.0
22565,153136680981757952,22.0501,22.5084,15.3476,0.23656100000000002,0.228271,0.14276,0.0
22639,225211592327823360,23.2746,21.1375,53.3961,0.11997100000000001,0.0966025,0.287686,0.0
22644,427845881610371072,23.1575,21.2686,29.7276,0.14899600000000002,0.14971500000000001,0.196771,0.0
22647,878205363311083520,30.5486,12.9938,52.5027,0.40317,0.16079200000000002,0.669664,0.0
22650,355797014945988608,21.7023,22.8978,54.7294,0.39612800000000004,0.430562,1.0477100000000001,0.0
22680,743095175466713088,21.8025,22.7856,1.60945,0.498122,0.5347689999999999,0.07330369999999999,0.0
22688,526925829326766080,14.5932,27.8671,28.8292,0.076602,0.165998,0.17073,0.0
22728,265712652892766208,11.1613,29.5208,14.617,0.250397,0.635034,0.286379,0.0
22770,734087495175634944,16.6606,26.8708,65.0815,0.395859,0.620209,1.57501,0.0
22772,225211661047300096,10.1139,30.0256,51.8357,0.0942101,0.307904,0.5808,0.0
22800,427844094903975936,15.9535,27.2116,49.4685,0.47123400000000004,0.8224,1.4722600000000001,0.0
22858,743100398146945024,1.3821,31.4114,59.0739,0.00278731,0.268415,0.518037,0.0
22871,801640802391425024,1.8106,31.3872,3.9842800000000005,0.0131373,0.375447,0.0333656,0.0
22876,360294567259406336,5.39752,31.1849,2.9034400000000002,0.0620765,0.413038,0.0623149,0.0
22945,153148363292803072,3.64313,31.2838,39.0757,0.030598200000000002,0.313266,0.368544,0.0
22969,950261514240000000,-1.68353,31.5843,62.4582,-0.0317048,0.425072,0.90141,0.0
23035,27028263553466368,-6.14591,31.1568,35.0082,-0.12219300000000001,0.574541,0.67542,0.0
23055,265715401671835648,-8.97198,30.1687,12.8903,-0.0866553,0.32099099999999997,0.12247100000000001,0.0
23068,369295581761241088,-10.0036,29.808000000000003,38.9088,-0.306809,0.8822840000000001,1.2028299999999998,0.0
23099,797138783312019456,-10.5706,29.6098,1.7370900000000002,-0.0751453,0.182634,0.0202403,0.0
23175,418850295947198464,-17.4208,26.5944,69.4598,-0.387881,0.6098180000000001,1.48207,0.0
23179,734087357736681472,-16.1108,27.7645,17.3063,-0.502691,0.847197,0.611714,0.0
23205,887210982017859584,-21.189,23.2286,7.6827,-0.196508,0.203716,0.0867635,0.0
23270,914246529835859968,-25.612,19.2729,52.9946,-0.45048999999999995,0.29920599999999997,1.0724200000000002,0.0
23323,4518855351205888,-25.6144,19.2679,42.8774,-1.18143,0.876569,1.97225,0.0061973692291000205
23343,878206256664281088,-25.5888,19.320999999999998,18.3141,-0.19357,0.133461,0.12443800000000001,0.0
23346,4503737066323968,-28.0378,14.2389,59.5942,-0.9398120000000001,0.487721,2.00965,0.004211692988474965
23368,112593151780192256,-28.064,14.1845,38.4778,-0.238405,0.10990899999999999,0.322789,0.0
23405,734093954806448128,-31.203000000000003,5.07624,54.6182,-0.328158,0.0637205,0.60601,0.0
23415,801650697996075008,-30.9243,10.0173,51.2413,-0.315342,0.112377,0.516317,0.0
23440,932253094324994048,-31.1476,6.05736,8.42605,-0.2439,0.036856400000000004,0.0524086,0.0
23462,315252454952271872,-31.3833,1.87946,10.5444,-0.49992600000000004,0.0401286,0.137044,0.0
23488,864693945953681408,-31.2091,4.9676,51.6063,-0.31193000000000004,0.0406721,0.529328,0.0
23490,49541657485377536,-31.3282,2.8562,44.5374,-0.392798,0.0438514,0.524219,0.0
23509,418842049609990144,-31.3001,3.35446,70.6813,-0.35749200000000003,0.047867400000000004,0.760137,0.0
23532,743111874299559936,-31.1591,5.8535699999999995,12.4143,-0.779675,0.13655899999999999,0.348358,0.0
23564,797159948927639554,-29.8618,-11.3498,121.368,-0.0970684,-0.107031,0.0439407,0.0
23584,27039189950267392,-21.8951,-23.4251,97.3295,-0.209325,-0.23767600000000003,0.977347,0.0
23666,364801327982706688,-13.9914,-28.7066,139.96,-0.11248,-0.20763299999999998,1.11933,0.0
23679,409835468830539776,-12.7033,-29.3273,90.1757,-0.20875900000000003,-0.456096,1.4959799999999999,0.0
23695,364794937071370240,-12.7412,-29.3091,80.042,-0.227785,-0.547768,1.69755,0.0
23711,743106582899851264,-9.71536,-31.4372,106.54899999999999,-0.101436,-0.361736,1.2336200000000002,0.0
23723,220690263075454976,-3.89646,-31.7654,83.022,-0.10235599999999999,-0.760628,2.0874900000000003,0.0
23729,968287526341050368,-0.8167399999999999,-31.9392,129.211,-0.00504595,-0.5937479999999999,2.50058,0.0
