hit_id,x,y,z,volume_id,layer_id,module_id
21203,-29.8941,11.5273,-2.96563,8,2,111
21300,-31.5462,7.78299,-10.0344,8,2,112
21329,-31.8925,1.6440000000000001,-12.2444,8,2,112
21360,-31.7231,4.64785,-31.3338,8,2,112
21377,-31.5521,7.67753,-10.4182,8,2,112
21399,-33.0834,-0.635428,51.3245,8,2,113
21400,-31.8558,-4.146669999999999,70.1086,8,2,113
21471,-31.2253,-5.950069999999999,67.8841,8,2,113
21487,-30.7409,-7.335369999999999,11.9018,8,2,113
21521,-33.53,0.641826,1.7977900000000002,8,2,113
21535,-28.7329,-13.0785,42.4963,8,2,113
21552,-28.4626,-15.3292,14.9529,8,2,114
21636,-23.2767,-21.1352,2.05945,8,2,114
21719,-12.1053,-29.0659,6.15602,8,2,115
21721,-16.0985,-27.1417,30.829,8,2,115
21769,-13.6368,-28.3279,56.3215,8,2,115
21770,-11.7235,-29.2499,28.1135,8,2,115
21807,-9.42573,-30.9576,25.331,8,2,116
21815,-7.72848,-31.0534,1.7890099999999998,8,2,116
21819,-4.09371,-31.2584,54.5323,8,2,116
21837,-3.1657900000000003,-31.3108,11.5268,8,2,116
21897,-1.85792,-31.3845,19.7314,8,2,116
21910,-4.2596300000000005,-31.2491,24.1727,8,2,116
21932,3.09864,-32.2222,35.5046,8,2,117
21948,10.3994,-29.6696,11.5367,8,2,117
21963,3.4878699999999996,-32.0861,45.6587,8,2,117
22028,2.7923299999999998,-32.3293,10.7419,8,2,117
22029,10.4418,-29.6548,42.1513,8,2,117
22074,23.1564,-21.4713,28.381999999999998,8,2,118
22102,19.8765,-24.4009,16.3289,8,2,118
22138,16.2577,-27.6332,40.374,8,2,118
22141,20.953000000000003,-23.4394,13.1636,8,2,118
22164,18.5866,-25.5531,29.7424,8,2,118
22240,25.2782,-19.9656,37.7844,8,2,119
22264,25.0769,-20.3833,14.9714,8,2,119
22274,28.8489,-12.5557,40.0581,8,2,119
22300,26.5018,-17.4264,10.9711,8,2,119
22304,30.021,-10.1234,21.2736,8,2,119
22385,31.289,-3.55122,49.8965,8,2,120
22389,31.3715,-2.08815,51.2082,8,2,120
22409,31.0917,-7.048830000000001,70.2139,8,2,120
22465,32.2053,3.1471,1.6980400000000002,8,2,121
22516,32.174,3.2366099999999998,52.6005,8,2,121
22544,30.0708,9.25205,56.8748,8,2,121
22554,25.2502,18.9256,32.7412,8,2,122
22565,22.0428,22.5166,15.3516,8,2,122
22639,23.2749,21.1371,53.3846,8,2,122
22644,23.1595,21.2664,29.7262,8,2,122
22647,30.5486,12.9938,52.5032,8,2,122
22650,21.7073,22.8921,54.7175,8,2,122
22680,21.8073,22.7803,1.61562,8,2,122
22688,14.585999999999999,27.8705,28.8313,8,2,123
22728,11.1594,29.5217,14.6155,8,2,123
22770,16.6625,26.8699,65.0822,8,2,123
22772,10.1234,30.021,51.8246,8,2,123
22800,15.9528,27.2119,49.4644,8,2,123
22858,1.3798,31.4115,59.0723,8,2,124
22871,1.808,31.3874,3.97813,8,2,124
22876,5.3951,31.185,2.90901,8,2,124
22945,3.6431400000000003,31.2838,39.0705,8,2,124
22969,-1.6864400000000002,31.5845,62.4602,8,2,124
23035,-6.14751,31.1562,35.008,8,2,125
23055,-8.97131,30.1689,12.8901,8,2,125
23068,-10.0097,29.8059,38.9077,8,2,125
23099,-10.577,29.6075,1.72813,8,2,125
23175,-17.4226,26.5928,69.4581,8,2,126
23179,-16.1099,27.7653,17.3082,8,2,126
23205,-21.1828,23.2341,7.68193,8,2,126
23270,-25.6118,19.2734,52.9886,8,2,127
23323,-25.6142,19.2683,42.8774,8,2,127
23343,-25.5874,19.324,18.317999999999998,8,2,127
23346,-28.0381,14.2383,59.5952,8,2,127
23368,-28.0675,14.1773,38.4815,8,2,127
23405,-31.203000000000003,5.07684,54.619,8,2,128
23415,-30.9243,10.0161,51.2371,8,2,128
23440,-31.1475,6.06032,8.428510000000001,8,2,128
23462,-31.3833,1.88002,10.5406,8,2,128
23488,-31.209,4.97006,51.6086,8,2,128
23490,-31.3282,2.85621,44.5431,8,2,128
23509,-31.3002,3.3531800000000005,70.6804,8,2,128
23532,-31.1591,5.85504,12.4148,8,2,128
23564,-29.8614,-11.350999999999999,121.37,8,2,129
23584,-21.8899,-23.430999999999997,97.3213,8,2,130
23666,-13.9913,-28.7067,139.966,8,2,131
23679,-12.6984,-29.3297,90.1647,8,2,131
23695,-12.7434,-29.308000000000003,80.0481,8,2,131
23711,-9.71446,-31.4372,106.542,8,2,132
23723,-3.8930000000000002,-31.7656,83.0171,8,2,132
23729,-0.807295,-31.9397,129.22,8,2,132
23736,-5.57331,-31.6708,100.184,8,2,132
23739,-9.68431,-31.4389,101.395,8,2,132
23749,1.88842,-32.0918,76.2001,8,2,132
23751,-7.1347,-31.5828,115.932,8,2,132
23789,5.7973300000000005,-31.8032,120.245,8,2,133
23801,10.739,-30.0754,98.6637,8,2,133
23831,20.6161,-24.4042,110.971,8,2,134
23852,16.0468,-28.4855,134.605,8,2,134
23877,19.2517,-25.6229,133.572,8,2,134
23888,23.953000000000003,-21.4236,125.029,8,2,134
23899,29.6096,-12.1176,101.10700000000001,8,2,135
23901,28.3892,-14.6502,111.167,8,2,135
23920,29.7204,-11.8876,139.306,8,2,135
23964,31.5536,-7.65238,140.44899999999998,8,2,136
23999,31.7492,-4.18354,76.9217,8,2,136
24014,31.5282,-8.10193,75.5355,8,2,136
24046,31.316999999999997,7.18778,123.613,8,2,137
24103,28.3201,16.232,99.7691,8,2,138
24131,28.8284,15.6629,89.7174,8,2,138
24141,14.3199,28.5483,79.3129,8,2,139
24149,17.7475,26.8966,78.7084,8,2,139
24180,11.7988,29.7632,101.14399999999999,8,2,139
24197,-0.590483,32.0185,85.8225,8,2,140
24233,7.9598,31.5362,140.65,8,2,140
24314,-15.5229,28.9535,92.1111,8,2,142
24394,-25.8113,19.9999,122.553,8,2,143
24420,-27.0611,17.4062,86.9914,8,2,143
24435,-26.468000000000004,18.637,102.178,8,2,143
24462,-25.1625,21.3462,89.98899999999999,8,2,143
24526,-28.9144,-12.5594,203.97099999999998,8,2,145
24545,-31.3306,-5.64888,150.215,8,2,145
24566,-30.2761,-8.66469,166.153,8,2,145
24635,-15.1177,-27.6143,166.68400000000003,8,2,147
24641,-16.8511,-26.779,139.92700000000002,8,2,147
24650,-2.5689,-31.3444,200.356,8,2,148
24699,11.2378,-29.3765,177.29,8,2,149
24700,5.5883199999999995,-31.3517,151.274,8,2,149
24794,31.4521,-0.659829,160.836,8,2,152
24841,28.9639,12.4178,180.838,8,2,153
24844,29.4629,10.9906,148.747,8,2,153
24866,32.8807,1.2154200000000002,144.894,8,2,153
24972,-6.55248,31.0146,168.333,8,2,157
24981,-10.0579,29.789,152.63,8,2,157
24995,-8.938089999999999,30.1805,203.908,8,2,157
25030,-18.7476,25.4093,174.86,8,2,158
25035,-23.2278,21.4076,196.08700000000002,8,2,158
25073,-31.3571,2.34492,139.548,8,2,160
25096,-31.4077,1.44782,209.87099999999998,8,2,160
25097,-31.4831,0.110703,201.135,8,2,160
25103,-31.3751,2.02524,180.543,8,2,160
25117,-34.0559,0.645768,257.183,8,2,161
25136,-31.8489,-5.66646,230.21400000000003,8,2,161
25141,-21.79,-23.5428,244.365,8,2,162
25155,-23.2688,-21.8872,253.05599999999998,8,2,162
25187,-10.0182,-31.4201,257.577,8,2,164
25215,10.8162,-30.0484,229.178,8,2,165
25260,29.5685,-12.2029,253.063,8,2,167
25286,31.9173,-1.2043,263.526,8,2,168
25306,31.761999999999997,-3.95769,278.185,8,2,168
25311,31.816,-2.99968,237.52900000000002,8,2,168
25315,31.1106,7.77815,278.668,8,2,169
25361,17.4097,27.0594,252.245,8,2,171
25374,12.4962,29.4271,250.489,8,2,171
25446,-19.4826,25.4166,233.493,8,2,174
25450,-20.5571,24.4569,216.989,8,2,174
25451,-18.2914,26.4806,233.918,8,2,174
25506,-31.7933,3.40317,243.167,8,2,176
25555,0.33858299999999997,-31.5084,314.788,8,2,180
25601,31.0416,-7.93737,292.012,8,2,184
25642,16.5401,26.9289,280.378,8,2,187
25648,-0.8377889999999999,31.5366,284.754,8,2,188
25652,1.1194,31.4262,307.86,8,2,188
25780,-67.0247,-29.5327,-487.835,8,4,3
25785,-61.3354,-40.7902,-429.583,8,4,4
25851,53.6315,-49.476000000000006,-450.92699999999996,8,4,13
25870,71.681,-1.7978900000000002,-481.334,8,4,16
25879,70.8619,17.2606,-458.659,8,4,18
25880,66.9231,29.6718,-432.958,8,4,19
26070,11.8849,-70.2265,-398.599,8,4,41
26196,-5.26464,71.8338,-388.44800000000004,8,4,57
26224,-30.7227,65.5423,-373.195,8,4,59
26232,-47.4517,53.3606,-401.13699999999994,8,4,60
26306,-71.9068,-15.0092,-281.76,8,4,66
26314,-66.9674,-29.6111,-346.124,8,4,67
26319,-63.6607,-34.138000000000005,-316.325,8,4,67
26351,-30.3698,-65.0689,-339.256,8,4,70
26379,4.7041,-72.4793,-289.665,8,4,73
26424,59.8832,-39.2155,-294.144,8,4,77
26433,64.2144,-32.7045,-323.423,8,4,78
26453,71.7456,-3.3419300000000005,-304.124,8,4,80
26485,44.9971,56.3605,-288.153,8,4,85
26509,16.8505,69.7811,-304.005,8,4,87
26551,-46.443000000000005,55.1888,-280.255,8,4,92
26563,-57.6347,42.9057,-341.49300000000005,8,4,93
26597,-70.3057,-11.5586,-235.60299999999998,8,4,97
26602,-72.7535,-1.4764899999999999,-244.18200000000002,8,4,97
26606,-70.4737,-10.8666,-251.27200000000002,8,4,97
26654,-50.2608,-52.5736,-223.123,8,4,101
26661,-48.0744,-53.9057,-276.139,8,4,101
26687,-22.366999999999997,-68.4207,-224.296,8,4,103
26735,13.2549,-72.1752,-209.717,8,4,106
26754,37.6797,-60.4605,-242.925,8,4,107
26815,71.2962,-4.44422,-261.036,8,4,112
26826,72.0706,4.28912,-212.707,8,4,113
26894,35.6845,62.5964,-256.298,8,4,118
26922,5.88673,71.3565,-255.49099999999999,8,4,120
26938,-13.5656,69.8184,-246.75400000000002,8,4,121
26952,-24.2839,67.0565,-266.642,8,4,122
26993,-65.2573,28.4148,-235.69099999999997,8,4,126
27024,-67.809,26.2944,-212.354,8,4,127
27038,-72.9685,-2.68927,-208.84,8,4,129
27058,-69.9224,-19.285,-188.15,8,4,130
27087,-63.6276,-34.1832,-147.89,8,4,131
27134,-47.5506,-54.8046,-200.467,8,4,133
27142,-42.1219,-58.1123,-159.086,8,4,133
27147,-38.2567,-62.1822,-168.757,8,4,134
27174,-15.7549,-69.9517,-207.17700000000002,8,4,135
27181,-10.2858,-72.0362,-185.972,8,4,136
27227,19.5234,-69.8118,-199.546,8,4,138
27250,33.0895,-64.4265,-192.541,8,4,139
27257,45.5009,-56.2132,-202.62400000000002,8,4,140
27268,53.1467,-50.2717,-151.32,8,4,141
27293,62.4643,-37.486,-192.87,8,4,142
27308,69.5274,-18.4791,-143.08100000000002,8,4,143
27328,71.7089,-2.4643599999999997,-157.191,8,4,144
27344,72.7622,3.5388599999999997,-169.396,8,4,145
27356,69.3817,20.45,-194.382,8,4,146
27378,64.4722,33.027,-142.043,8,4,147
27388,60.4088,38.5898,-159.08700000000002,8,4,147
27398,52.3466,49.0568,-190.91299999999998,8,4,148
27403,50.4895,50.7648,-165.658,8,4,148
27405,49.8299,51.3714,-191.11,8,4,148
27418,47.5356,54.8138,-183.361,8,4,149
27433,46.2387,55.604,-159.296,8,4,149
27445,27.6416,66.0675,-176.33700000000002,8,4,150
27448,37.1589,62.583999999999996,-192.27200000000002,8,4,150
27461,37.4293,62.485,-168.774,8,4,150
27474,25.1785,68.4839,-148.84,8,4,151
27509,-8.13539,71.6463,-142.971,8,4,153
27526,-24.7507,67.3857,-206.666,8,4,154
27545,-35.4782,62.6817,-175.416,8,4,155
27549,-48.4228,53.0361,-196.90400000000002,8,4,156
27568,-59.1024,40.4969,-150.16899999999998,8,4,157
27579,-57.5348,43.0697,-166.808,8,4,157
27614,-69.4204,19.1663,-180.326,8,4,159
27666,-67.344,-23.6644,-86.3552,8,4,162
27701,-61.2908,-36.543,-79.7408,8,4,163
27725,-52.4814,-48.2602,-105.75200000000001,8,4,164
27726,-52.4808,-48.2608,-105.75299999999999,8,4,164
27727,-52.4441,-48.2945,-82.9379,8,4,164
27741,-53.2809,-47.525,-109.56700000000001,8,4,164
27752,-50.4966,-52.4299,-99.6121,8,4,165
27763,-38.7034,-59.6154,-88.6159,8,4,165
27764,-48.4819,-53.6574,-88.5632,8,4,165
27775,-30.4108,-64.5267,-72.0316,8,4,166
27778,-31.9065,-63.9792,-90.5051,8,4,166
27780,-33.4904,-63.3995,-130.461,8,4,166
27796,-15.394,-69.5069,-103.488,8,4,167
27797,-24.541,-68.0821,-106.59899999999999,8,4,167
27813,-24.228,-68.1309,-73.96300000000001,8,4,167
27866,16.9594,-70.4559,-130.746,8,4,170
27869,16.8055,-70.5273,-110.794,8,4,170
27900,31.5929,-64.9066,-112.396,8,4,171
27902,30.1243,-65.9794,-137.076,8,4,171
27943,44.7005,-56.3521,-132.175,8,4,172
28028,71.444,-7.97618,-102.99799999999999,8,4,176
28031,71.3139,-4.86885,-76.8791,8,4,176
28039,71.2936,-4.38199,-116.094,8,4,176
28067,71.9043,4.97396,-136.815,8,4,177
28113,65.7881,30.3862,-90.4219,8,4,179
28121,59.0468,42.2223,-123.652,8,4,180
28219,-0.768141,71.078,-84.3255,8,4,184
28245,-13.4482,69.8469,-81.169,8,4,185
28267,-24.5191,66.9474,-107.73899999999999,8,4,186
28284,-33.505,63.51,-89.3185,8,4,187
28325,-55.674,45.1722,-69.5327,8,4,189
28401,-71.5758,11.1264,-73.108,8,4,192
28426,-70.7874,-11.673,-55.6024,8,4,193
28431,-71.2317,-9.84318,-62.6294,8,4,193
28435,-70.4087,-13.2327,-28.5544,8,4,193
28437,-71.0243,-10.6971,-41.864,8,4,193
28449,-66.0704,-27.5847,-59.6094,8,4,194
28466,-69.9044,-19.3238,-10.2142,8,4,194
28467,-68.4488,-22.4601,-33.0988,8,4,194
28468,-65.756,-28.2621,-57.8477,8,4,194
28565,-43.9707,-56.9859,-10.4469,8,4,197
28574,-40.2473,-59.2545,-7.18438,8,4,197
28636,-18.2351,-69.5654,-43.6552,8,4,199
28687,12.2613,-70.6446,-61.3501,8,4,201
28690,10.2619,-71.13,-44.6918,8,4,201
28703,13.4517,-70.3556,-15.3736,8,4,201
28706,9.98893,-71.1963,-5.77813,8,4,201
28724,16.0469,-71.4252,-44.424,8,4,202
28738,28.535,-65.6294,-53.5253,8,4,202
28769,34.0171,-63.748999999999995,-4.31562,8,4,203
28787,35.1001,-62.9579,-16.3186,8,4,203
28832,59.4711,-39.8918,-14.9202,8,4,205
28840,56.3715,-44.979,-17.8719,8,4,205
28854,58.9277,-40.7837,-40.4056,8,4,205
28879,63.9719,-33.367,-3.19062,8,4,206
28909,70.3686,-13.079,-15.7794,8,4,207
28911,69.5679,-18.2193,-54.1343,8,4,207
28957,71.7691,-3.90295,-63.5823,8,4,208
28969,72.1147,-12.1621,-17.0844,8,4,208
28972,71.74600000000001,-3.35244,-13.6531,8,4,208
28991,70.2633,13.8318,-63.9787,8,4,209
28996,71.8598,7.255780000000001,-44.3727,8,4,209
28998,72.7386,3.6362099999999997,-1.55938,8,4,209
28999,72.5582,4.37942,-54.7604,8,4,209
29013,70.1979,18.6914,-44.4294,8,4,210
29036,67.3271,24.8769,-26.0758,8,4,210
29058,62.7369,35.4027,-48.5373,8,4,211
29088,59.5742,42.4099,-38.199,8,4,212
29091,58.4034,43.4866,-55.1576,8,4,212
29137,42.5043,57.8793,-19.6003,8,4,213
29156,47.6541,54.7416,-42.4115,8,4,213
29173,29.6966,65.3153,-16.2194,8,4,214
29175,33.6476,63.8692,-10.677999999999999,8,4,214
29326,-20.0597,69.5628,-21.1906,8,4,218
29336,-18.6822,70.2021,-44.0703,8,4,218
29359,-37.9952,60.8432,-55.8245,8,4,219
29374,-32.4353,64.9044,-2.45938,8,4,219
29412,-45.7084,55.9875,-6.39688,8,4,220
29414,-50.8036,50.4473,-35.6626,8,4,220
29415,-51.1102,50.1139,-8.1944,8,4,220
29466,-66.4047,26.7203,-4.765630000000001,8,4,222
29471,-65.0913,30.3086,-29.2656,8,4,222
29514,-69.1214,21.0855,-34.0049,8,4,223
29519,-68.8431,22.8722,-57.0539,8,4,223
29553,-69.8143,16.6376,-35.8237,8,4,223
29559,-71.705,2.3719900000000003,-32.8297,8,4,224
29648,-70.709,-16.4141,28.5099,8,4,226
29708,-63.663000000000004,-33.2955,32.7802,8,4,227
29724,-50.5403,-50.0454,12.8652,8,4,228
29752,-40.7742,-58.3537,2.4593700000000003,8,4,229
29776,-27.5122,-65.5876,65.6634,8,4,230
29795,-28.9149,-65.0742,19.2492,8,4,230
29800,-18.3446,-69.0473,70.08,8,4,231
29810,-15.3529,-69.5133,11.1781,8,4,231
29822,-25.9306,-67.8656,3.6014800000000005,8,4,231
29824,-15.2681,-69.5265,7.91488,8,4,231
29839,-2.5432200000000003,-71.2166,43.2075,8,4,232
29848,-7.71174,-71.4329,24.5954,8,4,232
29857,-0.40272199999999997,-71.127,56.7696,8,4,232
29861,-6.6949,-71.3904,50.0729,8,4,232
29871,5.1460099999999995,-71.8626,22.1275,8,4,233
29901,24.2415,-67.0762,28.2101,8,4,234
29968,47.1787,-53.6574,42.4966,8,4,236
29977,45.2408,-55.7646,63.0274,8,4,236
29980,41.5381,-59.7907,44.2809,8,4,236
29985,48.6176,-52.0928,27.6579,8,4,236
30011,56.1704,-44.3575,33.3389,8,4,237
30035,61.8527,-37.7165,18.2235,8,4,238
30082,68.4274,-22.3243,45.9039,8,4,239
30217,51.5568,49.1105,32.673,8,4,244
30218,49.8167,50.7109,66.4257,8,4,244
30225,55.2678,45.6977,39.5281,8,4,244
30255,49.2198,53.2079,5.72187,8,4,245
30293,26.3441,66.0152,31.1352,8,4,246
30295,28.6174,65.1831,65.1757,8,4,246
30365,10.0683,71.5315,9.00716,8,4,248
30390,1.8928099999999999,71.1894,7.63437,8,4,248
30448,-27.67,65.485,5.71755,8,4,250
30471,-18.0665,69.9421,27.8188,8,4,250
30495,-36.5717,61.2698,41.6785,8,4,251
30536,-50.0484,50.537,19.5871,8,4,252
30556,-58.9665,39.7685,38.7452,8,4,253
30649,-71.1939,2.00057,15.0866,8,4,256
